config_id,testFile,api,transferSize,blockSize,segmentCount,numTasks,filePerProc,useStridedDatatype,setAlignment,useO_DIRECT,fsync,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH
00892,test00892,POSIX,64K,16M,64,16,1,1,4K,0,0,1M,1
00893,test00893,POSIX,64K,16M,64,4,1,1,4K,0,0,4M,4
00894,test00894,MPIIO,100K,256M,64,16,1,1,4K,0,0,1M,4
00895,test00895,MPIIO,64K,4M,64,4,1,1,4K,0,0,4M,1
00896,test00896,POSIX,10K,1M,16,64,1,1,4K,0,0,4M,4
00897,test00897,POSIX,100K,4M,16,64,1,1,1M,0,0,4M,4
00898,test00898,MPIIO,10K,256M,1,16,1,1,1M,0,0,4M,1
00899,test00899,POSIX,10K,1M,256,4,1,1,4K,0,0,4M,1
00900,test00900,MPIIO,1M,1G,16,64,1,1,4K,0,0,4M,1
00901,test00901,MPIIO,64K,256M,64,64,1,1,1M,0,0,1M,4
00902,test00902,MPIIO,10K,16M,16,64,1,1,4K,0,0,4M,1
00903,test00903,POSIX,64K,1G,16,4,1,1,1M,0,0,4M,4
00904,test00904,POSIX,1M,1G,1,4,1,1,4K,0,0,4M,1
00905,test00905,MPIIO,1M,4M,256,4,1,1,1M,0,0,4M,4
00906,test00906,MPIIO,4K,256M,256,4,1,1,1M,0,0,4M,1
00907,test00907,MPIIO,4K,4M,64,64,1,1,1M,0,0,4M,1
00908,test00908,POSIX,64K,4M,64,16,1,1,1M,0,0,1M,4
00909,test00909,MPIIO,10K,4M,256,4,1,1,4K,0,0,1M,4
00910,test00910,MPIIO,64K,1M,16,16,1,1,4K,0,0,1M,4
00911,test00911,POSIX,1M,4M,16,16,1,1,1M,0,0,4M,1
00912,test00912,POSIX,10K,1G,64,4,1,1,1M,0,0,1M,1
00913,test00913,POSIX,100K,16M,16,64,1,1,4K,0,0,1M,4
00914,test00914,MPIIO,4K,1M,16,4,1,1,4K,0,0,4M,1
00915,test00915,MPIIO,100K,256M,16,16,1,1,1M,0,0,4M,4
00916,test00916,POSIX,10K,256M,16,4,1,1,4K,0,0,1M,4
00917,test00917,POSIX,1M,4M,16,16,1,1,1M,0,0,1M,1
00918,test00918,POSIX,10K,4M,64,64,1,1,4K,0,0,1M,4
00919,test00919,POSIX,64K,256M,256,4,1,1,4K,0,0,4M,1
00920,test00920,POSIX,64K,16M,64,16,1,1,1M,0,0,4M,1
00921,test00921,MPIIO,10K,1G,256,64,1,1,4K,0,0,4M,1
00922,test00922,MPIIO,1M,1G,64,64,1,1,1M,0,0,1M,4
00923,test00923,MPIIO,10K,1M,16,4,1,1,1M,0,0,1M,4
00924,test00924,POSIX,10K,1M,1,16,1,1,4K,0,0,4M,1
00925,test00925,MPIIO,64K,1M,64,16,1,1,1M,0,0,4M,4
00926,test00926,POSIX,10K,256M,256,16,1,1,1M,0,0,1M,1
00927,test00927,POSIX,64K,256M,256,16,1,1,1M,0,0,1M,4
00928,test00928,MPIIO,1M,16M,16,64,1,1,1M,0,0,4M,4
00929,test00929,POSIX,100K,16M,1,16,1,1,4K,0,0,4M,4
00930,test00930,POSIX,4K,4M,256,4,1,1,1M,0,0,4M,4
00931,test00931,POSIX,100K,4M,256,64,1,1,4K,0,0,1M,1
00932,test00932,POSIX,100K,256M,16,4,1,1,1M,0,0,4M,1
00933,test00933,MPIIO,10K,1G,1,64,1,1,1M,0,0,1M,4
00934,test00934,POSIX,100K,256M,256,16,1,1,4K,0,0,1M,4
00935,test00935,POSIX,100K,4M,64,64,1,1,1M,0,0,1M,4
00936,test00936,POSIX,4K,256M,64,64,1,1,1M,0,0,4M,1
00937,test00937,MPIIO,10K,256M,256,4,1,1,1M,0,0,1M,4
00938,test00938,POSIX,100K,256M,16,4,1,1,4K,0,0,4M,1
00939,test00939,MPIIO,10K,256M,1,64,1,1,1M,0,0,4M,4
00940,test00940,MPIIO,100K,4M,256,64,1,1,1M,0,0,4M,4
00941,test00941,MPIIO,100K,256M,16,4,1,1,4K,0,0,4M,4
00942,test00942,POSIX,10K,256M,1,64,1,1,4K,0,0,1M,4
00943,test00943,POSIX,10K,1G,16,4,1,1,4K,0,0,1M,1
00944,test00944,POSIX,1M,1M,256,4,1,1,1M,0,0,1M,1
00945,test00945,MPIIO,10K,1M,1,16,1,1,4K,0,0,1M,1
00946,test00946,POSIX,1M,4M,1,64,1,1,1M,0,0,4M,1
00947,test00947,MPIIO,4K,256M,64,64,1,1,4K,0,0,4M,1
00948,test00948,POSIX,4K,4M,16,64,1,1,4K,0,0,4M,4
00949,test00949,POSIX,10K,1G,1,16,1,1,1M,0,0,4M,1
00950,test00950,MPIIO,10K,16M,1,4,1,1,4K,0,0,1M,1
00951,test00951,MPIIO,100K,4M,256,4,1,1,4K,0,0,4M,1
00952,test00952,MPIIO,100K,256M,1,16,1,1,4K,0,0,1M,1
00953,test00953,MPIIO,4K,1M,256,64,1,1,4K,0,0,4M,1
00954,test00954,MPIIO,1M,1G,64,4,1,1,1M,0,0,1M,1
00955,test00955,POSIX,100K,1M,64,64,1,1,1M,0,0,1M,4
00956,test00956,MPIIO,100K,1G,16,64,1,1,1M,0,0,1M,4
00957,test00957,POSIX,100K,4M,64,4,1,1,4K,0,0,1M,1
00958,test00958,MPIIO,64K,16M,16,16,1,1,1M,0,0,1M,1
00959,test00959,POSIX,10K,1G,256,4,1,1,4K,0,0,4M,4
00960,test00960,MPIIO,10K,256M,64,16,1,1,4K,0,0,4M,4
00961,test00961,POSIX,1M,1M,1,64,1,1,1M,0,0,1M,4
00962,test00962,MPIIO,10K,16M,1,16,1,1,1M,0,0,1M,1
00963,test00963,POSIX,1M,256M,256,16,1,1,1M,0,0,4M,1
00964,test00964,MPIIO,64K,256M,64,64,1,1,1M,0,0,1M,1
00965,test00965,POSIX,10K,16M,16,64,1,1,1M,0,0,1M,1
00966,test00966,MPIIO,4K,1G,16,4,1,1,4K,0,0,4M,4
00967,test00967,POSIX,100K,1G,64,64,1,1,4K,0,0,4M,4
00968,test00968,POSIX,10K,256M,256,64,1,1,1M,0,0,1M,4
00969,test00969,MPIIO,1M,256M,1,16,1,1,4K,0,0,1M,1
00970,test00970,MPIIO,10K,256M,256,4,1,1,4K,0,0,4M,4
00971,test00971,MPIIO,100K,16M,256,4,1,1,4K,0,0,4M,1
00972,test00972,MPIIO,4K,16M,16,16,1,1,4K,0,0,1M,1
00973,test00973,POSIX,100K,256M,256,4,1,1,4K,0,0,1M,4
00974,test00974,POSIX,100K,256M,16,16,1,1,4K,0,0,4M,1
00975,test00975,MPIIO,100K,4M,256,64,1,1,1M,0,0,4M,1
00976,test00976,POSIX,10K,1G,256,16,1,1,4K,0,0,4M,1
00977,test00977,MPIIO,10K,1G,64,64,1,1,4K,0,0,1M,1
00978,test00978,MPIIO,64K,4M,64,16,1,1,4K,0,0,4M,1
00979,test00979,POSIX,1M,1G,64,16,1,1,1M,0,0,1M,1
00980,test00980,POSIX,1M,256M,64,4,1,1,1M,0,0,1M,1
00981,test00981,POSIX,1M,1G,64,4,1,1,4K,0,0,1M,4
00982,test00982,MPIIO,100K,256M,64,4,1,1,4K,0,0,1M,1
00983,test00983,MPIIO,10K,256M,64,4,1,1,4K,0,0,4M,1
00984,test00984,MPIIO,4K,1G,256,64,1,1,4K,0,0,1M,1
00985,test00985,POSIX,10K,4M,1,64,1,1,1M,0,0,4M,1
00986,test00986,MPIIO,64K,256M,16,4,1,1,1M,0,0,4M,1
00987,test00987,POSIX,4K,16M,256,16,1,1,1M,0,0,4M,1
00988,test00988,MPIIO,1M,256M,16,16,1,1,4K,0,0,4M,4
00989,test00989,POSIX,10K,16M,256,64,1,1,1M,0,0,1M,4
00990,test00990,POSIX,100K,16M,64,4,1,1,4K,0,0,1M,4
00991,test00991,MPIIO,1M,256M,64,16,1,1,4K,0,0,1M,4
00992,test00992,MPIIO,1M,1M,64,4,1,1,4K,0,0,4M,1
00993,test00993,MPIIO,100K,4M,16,4,1,1,1M,0,0,1M,1
00994,test00994,POSIX,64K,1G,1,16,1,1,4K,0,0,4M,4
00995,test00995,POSIX,10K,4M,1,64,1,1,4K,0,0,4M,1
00996,test00996,MPIIO,4K,1G,16,16,1,1,4K,0,0,1M,1
00997,test00997,MPIIO,4K,1G,256,64,1,1,1M,0,0,1M,1
00998,test00998,MPIIO,10K,256M,256,4,1,1,4K,0,0,1M,1
00999,test00999,POSIX,64K,1M,256,4,1,1,1M,0,0,1M,1
01000,test01000,MPIIO,4K,4M,16,16,1,1,4K,0,0,4M,1
01001,test01001,MPIIO,10K,16M,256,64,0,0,1M,1,1,1M,1
01002,test01002,POSIX,64K,1M,1,64,0,0,1M,1,1,4M,4
01003,test01003,POSIX,100K,1M,1,4,0,0,1M,1,1,1M,1
01004,test01004,MPIIO,1M,1M,64,64,0,0,1M,1,1,1M,4
01005,test01005,MPIIO,10K,256M,16,16,0,0,1M,1,1,1M,4
01006,test01006,POSIX,4K,4M,1,64,0,0,1M,1,1,4M,1
01007,test01007,MPIIO,10K,1G,16,64,0,0,4K,1,1,1M,1
01008,test01008,POSIX,100K,4M,64,64,0,0,4K,1,1,4M,1
01009,test01009,POSIX,1M,4M,256,64,0,0,1M,1,1,1M,4
01010,test01010,MPIIO,64K,16M,16,16,0,0,4K,1,1,1M,1
01011,test01011,POSIX,100K,4M,256,4,0,0,1M,1,1,4M,1
01012,test01012,MPIIO,100K,1M,1,16,0,0,4K,1,1,4M,4
01013,test01013,POSIX,100K,1M,1,64,0,0,4K,1,1,4M,4
01014,test01014,MPIIO,100K,1G,16,4,0,0,4K,1,1,1M,4
01015,test01015,POSIX,10K,16M,256,16,0,0,1M,1,1,1M,1
01016,test01016,MPIIO,4K,4M,16,16,0,0,4K,1,1,1M,1
01017,test01017,POSIX,10K,16M,256,64,0,0,1M,1,1,1M,1
01018,test01018,POSIX,64K,256M,64,4,0,0,1M,1,1,4M,1
01019,test01019,MPIIO,100K,16M,1,4,0,0,4K,1,1,1M,1
01020,test01020,POSIX,64K,1G,64,4,0,0,1M,1,1,4M,4
01021,test01021,POSIX,64K,256M,16,16,0,0,1M,1,1,4M,1
01022,test01022,MPIIO,1M,1G,1,16,0,0,1M,1,1,4M,1
01023,test01023,MPIIO,100K,1M,64,4,0,0,4K,1,1,4M,1
01024,test01024,MPIIO,1M,4M,64,16,0,0,1M,1,1,1M,1
01025,test01025,POSIX,1M,256M,16,64,0,0,4K,1,1,4M,1
01026,test01026,POSIX,1M,256M,1,16,0,0,1M,1,1,1M,1
01027,test01027,MPIIO,100K,4M,1,64,0,0,4K,1,1,1M,4
01028,test01028,POSIX,100K,256M,256,16,0,0,1M,1,1,1M,4
01029,test01029,POSIX,1M,16M,16,16,0,0,4K,1,1,1M,1
01030,test01030,MPIIO,4K,1M,16,4,0,0,1M,1,1,1M,4
01031,test01031,MPIIO,1M,16M,256,16,0,0,1M,1,1,4M,4
01032,test01032,POSIX,100K,1G,16,64,0,0,1M,1,1,1M,4
01033,test01033,MPIIO,1M,256M,256,4,0,0,1M,1,1,1M,4
01034,test01034,MPIIO,10K,1G,256,16,0,0,4K,1,1,1M,1
01035,test01035,POSIX,4K,16M,64,16,0,0,1M,1,1,4M,4
01036,test01036,POSIX,100K,16M,1,64,0,0,4K,1,1,1M,4
01037,test01037,POSIX,100K,256M,1,4,0,0,1M,1,1,1M,1
01038,test01038,MPIIO,100K,1M,64,16,0,0,1M,1,1,4M,4
01039,test01039,POSIX,64K,1G,256,16,0,0,1M,1,1,4M,4
01040,test01040,MPIIO,64K,1M,64,16,0,0,4K,1,1,1M,1
01041,test01041,POSIX,1M,256M,16,16,0,0,1M,1,1,1M,4
01042,test01042,MPIIO,1M,16M,1,4,0,0,1M,1,1,4M,4
01043,test01043,MPIIO,64K,16M,1,4,0,0,4K,1,1,1M,1
01044,test01044,MPIIO,4K,1M,256,4,0,0,4K,1,1,4M,4
01045,test01045,MPIIO,1M,1G,64,64,0,0,1M,1,1,4M,4
01046,test01046,POSIX,10K,1M,16,64,0,0,1M,1,1,4M,4
01047,test01047,POSIX,64K,1G,64,64,0,0,1M,1,1,4M,4
01048,test01048,POSIX,100K,1M,256,4,0,0,4K,1,1,1M,4
01049,test01049,MPIIO,64K,16M,256,4,0,0,1M,1,1,4M,4
01050,test01050,POSIX,10K,16M,64,4,0,0,1M,1,1,4M,1
01051,test01051,POSIX,64K,16M,16,16,0,0,1M,1,1,1M,4
01052,test01052,MPIIO,1M,1M,16,4,0,0,1M,1,1,4M,4
01053,test01053,MPIIO,4K,1M,256,64,0,0,4K,1,1,4M,1
01054,test01054,MPIIO,100K,1G,1,4,0,0,1M,1,1,1M,1
01055,test01055,MPIIO,10K,1G,1,4,0,0,4K,1,1,1M,1
01056,test01056,MPIIO,4K,1G,64,4,0,0,1M,1,1,1M,1
01057,test01057,POSIX,10K,256M,64,16,0,0,1M,1,1,4M,4
01058,test01058,POSIX,10K,1G,64,16,0,0,4K,1,1,1M,1
01059,test01059,POSIX,64K,1G,64,64,0,0,4K,1,1,1M,4
01060,test01060,POSIX,1M,256M,256,64,0,0,1M,1,1,1M,1
01061,test01061,POSIX,4K,256M,1,4,0,0,1M,1,1,1M,1
01062,test01062,MPIIO,10K,1G,64,4,0,0,1M,1,1,4M,4
01063,test01063,MPIIO,4K,1M,64,4,0,0,1M,1,1,4M,1
01064,test01064,POSIX,1M,4M,1,16,0,0,4K,1,1,4M,4
01065,test01065,MPIIO,1M,4M,256,4,0,0,4K,1,1,4M,1
01066,test01066,POSIX,10K,4M,256,16,0,0,4K,1,1,1M,4
01067,test01067,POSIX,1M,16M,1,64,0,0,4K,1,1,1M,1
01068,test01068,POSIX,100K,4M,64,64,0,0,4K,1,1,1M,1
01069,test01069,MPIIO,4K,1G,64,64,0,0,4K,1,1,4M,1
01070,test01070,POSIX,10K,256M,1,4,0,0,1M,1,1,1M,1
01071,test01071,MPIIO,4K,16M,256,4,0,0,1M,1,1,1M,1
01072,test01072,MPIIO,1M,4M,1,16,0,0,1M,1,1,4M,4
01073,test01073,POSIX,4K,4M,16,16,0,0,1M,1,1,1M,1
01074,test01074,POSIX,100K,1G,64,64,0,0,1M,1,1,1M,4
01075,test01075,POSIX,10K,256M,16,4,0,0,1M,1,1,4M,4
01076,test01076,POSIX,10K,1G,64,4,0,0,4K,1,1,1M,1
01077,test01077,POSIX,1M,16M,64,64,0,0,1M,1,1,1M,1
01078,test01078,POSIX,1M,16M,64,4,0,0,1M,1,1,1M,4
01079,test01079,MPIIO,1M,1G,64,16,0,0,1M,1,1,1M,4
01080,test01080,POSIX,100K,1G,1,4,0,0,4K,1,1,4M,1
01081,test01081,POSIX,4K,16M,256,16,0,0,1M,1,1,4M,4
01082,test01082,POSIX,4K,16M,64,64,0,0,4K,1,1,1M,4
01083,test01083,MPIIO,64K,1G,16,4,0,0,1M,1,1,1M,1
01084,test01084,MPIIO,1M,16M,16,64,0,0,4K,1,1,1M,4
01085,test01085,POSIX,64K,4M,16,4,0,0,4K,1,1,4M,1
01086,test01086,POSIX,4K,1G,16,16,0,0,1M,1,1,1M,4
01087,test01087,POSIX,64K,1M,64,64,0,0,1M,1,1,4M,4
01088,test01088,POSIX,64K,4M,256,64,0,0,1M,1,1,4M,1
01089,test01089,POSIX,10K,16M,64,16,0,0,1M,1,1,1M,4
01090,test01090,MPIIO,64K,4M,256,4,0,0,4K,1,1,4M,1
01091,test01091,POSIX,10K,16M,1,64,0,0,1M,1,1,1M,4
01092,test01092,POSIX,4K,1M,1,64,0,0,4K,1,1,4M,1
01093,test01093,MPIIO,10K,16M,16,64,0,0,1M,1,1,4M,1
01094,test01094,MPIIO,4K,256M,1,64,0,0,1M,1,1,4M,4
01095,test01095,MPIIO,100K,4M,64,64,0,0,1M,1,1,1M,4
01096,test01096,POSIX,10K,1M,1,64,0,0,4K,1,1,4M,4
01097,test01097,POSIX,64K,1G,1,4,0,0,4K,1,1,1M,4
01098,test01098,MPIIO,4K,1G,1,16,0,0,1M,1,1,1M,4
01099,test01099,POSIX,1M,1M,256,64,0,0,1M,1,1,1M,4
01100,test01100,MPIIO,10K,256M,16,4,0,0,1M,1,1,4M,4
01101,test01101,MPIIO,4K,256M,16,16,0,0,1M,1,1,4M,1
01102,test01102,MPIIO,1M,1G,1,16,0,0,4K,1,1,1M,4
01103,test01103,POSIX,100K,256M,16,64,0,0,4K,1,1,1M,1
01104,test01104,MPIIO,4K,1G,16,64,0,0,1M,1,1,1M,4
01105,test01105,POSIX,10K,1M,64,64,0,0,1M,1,1,4M,4
01106,test01106,MPIIO,100K,16M,1,64,0,0,4K,1,1,1M,1
01107,test01107,MPIIO,1M,16M,16,16,0,0,4K,1,1,1M,1
01108,test01108,MPIIO,10K,1M,1,4,0,0,1M,1,1,1M,4
01109,test01109,POSIX,10K,1G,16,4,0,0,4K,1,1,1M,4
01110,test01110,MPIIO,100K,1G,64,64,0,0,4K,1,1,4M,1
01111,test01111,POSIX,4K,1G,64,4,0,0,4K,1,1,1M,4
01112,test01112,POSIX,4K,1G,16,16,0,0,4K,1,1,4M,1
01113,test01113,MPIIO,10K,1M,64,64,0,0,1M,1,1,1M,4
01114,test01114,MPIIO,4K,256M,1,4,0,0,4K,1,1,4M,4
01115,test01115,MPIIO,64K,16M,64,4,0,0,1M,1,1,4M,1
01116,test01116,MPIIO,100K,16M,1,64,0,0,1M,1,1,1M,1
01117,test01117,POSIX,64K,1M,256,64,0,0,1M,1,1,1M,4
01118,test01118,MPIIO,100K,1M,64,4,0,0,1M,1,1,1M,1
01119,test01119,MPIIO,64K,1G,1,64,0,0,4K,1,1,4M,1
01120,test01120,MPIIO,100K,256M,256,64,0,0,4K,1,1,4M,1
01121,test01121,POSIX,64K,16M,64,64,0,0,1M,1,1,4M,4
01122,test01122,MPIIO,1M,4M,1,4,0,0,4K,1,1,1M,4
01123,test01123,POSIX,10K,256M,256,64,0,0,4K,1,1,4M,4
01124,test01124,MPIIO,4K,256M,16,4,0,0,4K,1,1,1M,4
01125,test01125,POSIX,64K,16M,64,16,0,0,1M,1,1,4M,1
01126,test01126,MPIIO,1M,16M,256,16,0,0,1M,1,1,1M,1
01127,test01127,POSIX,64K,1M,64,4,0,0,4K,1,1,1M,1
01128,test01128,POSIX,1M,4M,256,16,0,0,4K,1,1,4M,1
01129,test01129,MPIIO,100K,16M,256,4,0,0,1M,1,1,4M,4
01130,test01130,POSIX,100K,256M,1,16,0,0,4K,1,1,1M,1
01131,test01131,POSIX,64K,256M,16,4,0,0,4K,1,1,4M,4
01132,test01132,POSIX,4K,16M,64,4,0,0,4K,1,1,1M,1
01133,test01133,POSIX,64K,16M,16,4,0,0,1M,1,1,4M,4
01134,test01134,MPIIO,64K,1M,64,4,0,0,4K,1,1,1M,4
01135,test01135,MPIIO,64K,4M,1,4,0,0,1M,1,1,4M,4
01136,test01136,MPIIO,100K,1G,16,64,0,0,1M,1,1,4M,4
01137,test01137,MPIIO,100K,256M,256,4,0,0,4K,1,1,4M,4
01138,test01138,MPIIO,100K,4M,256,64,0,0,1M,1,1,1M,4
01139,test01139,MPIIO,64K,1G,1,4,0,0,4K,1,1,4M,4
01140,test01140,MPIIO,64K,16M,1,64,0,0,4K,1,1,4M,4
01141,test01141,POSIX,100K,16M,16,4,0,0,1M,1,1,4M,4
01142,test01142,MPIIO,1M,16M,16,16,0,0,4K,1,1,4M,1
01143,test01143,POSIX,10K,1G,64,64,0,0,4K,1,1,1M,4
01144,test01144,POSIX,1M,1G,16,4,0,0,4K,1,1,4M,1
01145,test01145,POSIX,4K,1G,16,4,0,0,4K,1,1,4M,4
01146,test01146,MPIIO,100K,16M,16,4,0,0,4K,1,1,1M,4
01147,test01147,POSIX,10K,4M,256,64,0,0,4K,1,1,1M,4
01148,test01148,MPIIO,100K,1G,256,64,0,0,4K,1,1,1M,1
01149,test01149,MPIIO,1M,256M,16,64,0,0,4K,1,1,1M,4
01150,test01150,POSIX,100K,256M,256,4,0,0,4K,1,1,4M,4
01151,test01151,POSIX,10K,1M,256,64,0,0,1M,1,1,4M,1
01152,test01152,MPIIO,100K,256M,256,4,0,0,4K,1,1,4M,1
01153,test01153,MPIIO,1M,1M,64,4,0,0,1M,1,1,4M,1
01154,test01154,POSIX,100K,1M,256,4,0,0,1M,1,1,1M,1
01155,test01155,POSIX,10K,1G,16,16,0,0,4K,1,1,1M,1
01156,test01156,POSIX,1M,1G,16,4,0,0,1M,1,1,4M,4
01157,test01157,MPIIO,100K,4M,64,4,0,0,4K,1,1,1M,1
01158,test01158,POSIX,4K,16M,1,4,0,0,1M,1,1,4M,4
01159,test01159,POSIX,4K,1M,64,16,0,0,4K,1,1,1M,1
01160,test01160,POSIX,64K,4M,64,64,0,0,4K,1,1,4M,4
01161,test01161,POSIX,1M,256M,64,16,0,0,1M,1,1,1M,4
01162,test01162,MPIIO,64K,1M,256,16,0,0,1M,1,1,4M,1
01163,test01163,POSIX,64K,1G,256,16,0,0,4K,1,1,1M,1
01164,test01164,MPIIO,1M,16M,256,64,0,0,1M,1,1,4M,4
01165,test01165,MPIIO,1M,1G,1,4,0,0,1M,1,1,4M,1
01166,test01166,MPIIO,4K,256M,256,16,0,0,4K,1,1,1M,4
01167,test01167,MPIIO,100K,16M,16,64,0,0,4K,1,1,4M,4
01168,test01168,MPIIO,4K,1G,16,64,0,0,4K,1,1,4M,1
01169,test01169,POSIX,64K,1G,1,4,0,0,1M,1,1,1M,4
01170,test01170,MPIIO,10K,1M,16,4,0,0,1M,1,1,1M,4
01171,test01171,MPIIO,64K,4M,64,16,0,0,4K,1,1,4M,4
01172,test01172,POSIX,1M,1M,1,16,0,0,1M,1,1,4M,4
01173,test01173,POSIX,64K,1G,64,4,0,0,4K,1,1,1M,1
01174,test01174,MPIIO,10K,256M,1,64,0,0,1M,1,1,4M,1
01175,test01175,POSIX,100K,256M,16,16,0,0,1M,1,1,1M,4
01176,test01176,MPIIO,1M,4M,64,64,0,0,4K,1,1,4M,4
01177,test01177,MPIIO,4K,4M,16,16,0,0,1M,1,1,4M,4
01178,test01178,MPIIO,10K,4M,1,4,0,0,4K,1,1,4M,1
01179,test01179,MPIIO,1M,4M,256,64,0,0,1M,1,1,4M,4
01180,test01180,MPIIO,64K,1G,1,16,0,0,4K,1,1,1M,4
01181,test01181,POSIX,10K,1G,16,4,0,0,1M,1,1,1M,4
01182,test01182,MPIIO,64K,256M,64,4,0,0,4K,1,1,1M,1
01183,test01183,POSIX,10K,1G,256,4,0,0,1M,1,1,4M,1
01184,test01184,POSIX,4K,16M,16,4,0,0,4K,1,1,4M,4
01185,test01185,MPIIO,1M,16M,16,64,0,0,1M,1,1,4M,1
01186,test01186,POSIX,64K,4M,16,16,0,0,4K,1,1,4M,4
01187,test01187,MPIIO,1M,1G,64,64,0,0,1M,1,1,4M,1
01188,test01188,MPIIO,64K,4M,256,16,0,0,1M,1,1,4M,1
01189,test01189,POSIX,100K,1M,16,16,0,0,4K,1,1,1M,4
01190,test01190,MPIIO,1M,4M,64,16,0,0,1M,1,1,1M,1
01191,test01191,POSIX,1M,1G,16,4,0,0,4K,1,1,4M,1
01192,test01192,MPIIO,100K,1M,1,4,0,0,1M,1,1,1M,1
01193,test01193,POSIX,100K,16M,256,64,0,0,1M,1,1,1M,4
01194,test01194,POSIX,1M,16M,1,4,0,0,4K,1,1,1M,4
01195,test01195,MPIIO,64K,4M,64,16,0,0,4K,1,1,1M,4
01196,test01196,POSIX,4K,256M,1,16,0,0,1M,1,1,1M,4
01197,test01197,POSIX,100K,16M,64,64,0,0,4K,1,1,4M,4
01198,test01198,MPIIO,64K,1G,256,4,0,0,4K,1,1,4M,4
01199,test01199,MPIIO,4K,4M,16,64,0,0,4K,1,1,1M,1
01200,test01200,MPIIO,4K,4M,1,16,0,0,4K,1,1,1M,4
01201,test01201,MPIIO,64K,256M,1,16,0,0,4K,1,1,1M,1
01202,test01202,MPIIO,10K,4M,16,16,0,0,1M,1,1,1M,1
01203,test01203,POSIX,64K,4M,64,4,0,0,4K,1,1,4M,4
01204,test01204,POSIX,1M,256M,1,4,0,0,1M,1,1,1M,1
01205,test01205,POSIX,1M,256M,1,64,0,0,4K,1,1,4M,1
01206,test01206,POSIX,10K,4M,16,64,0,0,1M,1,1,1M,4
01207,test01207,MPIIO,1M,1G,16,16,0,0,1M,1,1,4M,1
01208,test01208,MPIIO,64K,256M,64,4,0,0,1M,1,1,1M,4
01209,test01209,POSIX,1M,1G,1,4,0,0,4K,1,1,1M,4
01210,test01210,POSIX,4K,16M,64,4,0,0,1M,1,1,1M,1
01211,test01211,MPIIO,1M,1G,16,4,0,0,4K,1,1,4M,1
01212,test01212,MPIIO,4K,1M,1,64,0,0,4K,1,1,1M,4
01213,test01213,MPIIO,64K,256M,1,16,0,0,4K,1,1,1M,4
01214,test01214,MPIIO,1M,256M,256,4,0,0,1M,1,1,1M,1
01215,test01215,POSIX,1M,4M,16,4,0,0,1M,1,1,1M,1
01216,test01216,POSIX,64K,16M,256,16,0,0,1M,1,1,1M,1
01217,test01217,POSIX,100K,16M,64,4,0,0,1M,1,1,4M,4
01218,test01218,MPIIO,10K,256M,256,16,0,0,4K,1,1,1M,1
01219,test01219,POSIX,10K,256M,16,16,0,0,4K,1,1,4M,1
01220,test01220,MPIIO,64K,16M,16,64,0,0,1M,1,1,1M,1
01221,test01221,POSIX,4K,256M,16,64,0,0,1M,1,1,1M,1
01222,test01222,MPIIO,10K,16M,1,4,0,0,4K,1,1,1M,4
01223,test01223,POSIX,1M,1M,256,64,0,0,1M,1,1,4M,4
01224,test01224,POSIX,64K,4M,64,64,0,0,4K,1,1,4M,4
01225,test01225,POSIX,10K,256M,64,4,0,0,1M,1,1,4M,4
01226,test01226,MPIIO,10K,4M,1,64,0,0,4K,1,1,1M,1
01227,test01227,POSIX,1M,16M,1,16,0,0,4K,1,1,1M,1
01228,test01228,MPIIO,100K,1M,1,16,0,0,1M,1,1,4M,4
01229,test01229,POSIX,1M,256M,16,64,0,0,1M,1,1,4M,1
01230,test01230,MPIIO,4K,4M,1,4,0,0,4K,1,1,4M,1
01231,test01231,POSIX,10K,16M,1,16,0,0,1M,1,1,4M,1
01232,test01232,POSIX,10K,16M,1,16,0,0,1M,1,1,4M,1
01233,test01233,POSIX,100K,256M,64,16,0,0,4K,1,1,1M,1
01234,test01234,MPIIO,64K,1M,256,16,0,0,4K,1,1,4M,4
01235,test01235,MPIIO,1M,1G,64,16,0,0,1M,1,1,1M,1
01236,test01236,MPIIO,1M,1G,64,64,0,0,4K,1,1,4M,4
01237,test01237,MPIIO,4K,256M,16,4,0,0,4K,1,1,4M,4
01238,test01238,MPIIO,64K,1M,256,4,0,0,1M,1,1,1M,1
01239,test01239,MPIIO,4K,1G,16,64,0,0,1M,1,1,1M,1
01240,test01240,POSIX,4K,4M,1,64,0,0,4K,1,1,4M,1
01241,test01241,POSIX,100K,256M,1,64,0,0,1M,1,1,4M,4
01242,test01242,POSIX,10K,1G,256,64,0,0,4K,1,1,1M,1
01243,test01243,POSIX,4K,256M,1,4,0,0,1M,1,1,4M,4
01244,test01244,POSIX,10K,16M,1,4,0,0,1M,1,1,1M,1
01245,test01245,POSIX,4K,4M,64,4,0,0,4K,1,1,1M,4
01246,test01246,POSIX,64K,1M,256,64,0,0,4K,1,1,4M,4
01247,test01247,MPIIO,10K,1G,64,4,0,0,4K,1,1,4M,1
01248,test01248,MPIIO,1M,16M,64,4,0,0,4K,1,1,4M,1
01249,test01249,POSIX,100K,1M,64,64,0,0,4K,1,1,1M,4
01250,test01250,MPIIO,10K,256M,1,64,0,0,4K,1,1,4M,4
01251,test01251,MPIIO,10K,1M,64,16,0,0,1M,1,1,1M,1
01252,test01252,POSIX,1M,4M,1,16,0,0,4K,1,1,1M,1
